headline,date,doc_type,material_type,news_desk,section,keywords,url,id,byline
TALKIE CAPTIONS ASKED BY DEAF; Hard of Hearing Have Difficulties in Following the Plot in New Movies,1929-06-09,article,Archives,None,Archives,[],https://www.nytimes.com/1929/06/09/archives/talkie-captions-asked-by-deaf-hard-of-hearing-have-difficulties-in.html,nyt://article/9f4e0dee-4a65-5327-add4-366b7cefec98,
COURSE IN LIP READING FOR DEAF PUPILS URGED; Dr. Hugh Rowell of Columbia Holds Many Children Classed as Stupid Have Hearing Defects.,1929-12-29,article,Archives,None,Archives,"['HEALTH', 'CHILDREN', 'LIP READING']",https://www.nytimes.com/1929/12/29/archives/course-in-lip-reading-for-deaf-pupils-urged-dr-hugh-rowell-of.html,nyt://article/a0645506-94c3-5131-a669-482fff896459,
"BURNETT MEMOR ABILIA PRESENTED TO SCHOOL; Son Gives 'Secret Garden' Notes, Photographs, Painting and Book to Institution for Deaf.",1929-01-31,article,Archives,None,Archives,"['SCHOOLS', 'P S 47']",https://www.nytimes.com/1929/01/31/archives/burnett-memor-abilia-presented-to-school-son-gives-secret-garden.html,nyt://article/a19652c5-6660-5f19-91d5-99114cbcd0e8,
"YOUNG SHAH AT NICE DEAF TO PERSIA CALL; Settles Down to Enjoy Riviera Life, Refusing to Be Troubled by Affairs at Home.",1925-02-18,article,Archives,None,Archives,[],https://www.nytimes.com/1925/02/18/archives/young-shah-at-nice-deaf-to-persia-call-settles-down-to-enjoy.html,nyt://article/a3f35cbe-0d73-5c1f-843b-3ae4a612d88a,Special Cable to THE NEW YORK TIMES
"COOLIDGE FUND PASSES THE HALF WAY MARK; Chairman Urges Prompt Contributions to $2,000,000 Giftfor School for the Deaf.",1928-12-14,article,Archives,None,Archives,[],https://www.nytimes.com/1928/12/14/archives/coolidge-fund-passes-the-half-way-mark-chairman-urges-prompt.html,nyt://article/aa02cfba-4d0e-5614-93a2-94428afaaad4,Special to The New York Times
"FLIGHT AIDS DEAF GIRL, BUT DEAFENS THE FLIER; Altitude Test Improves Patient's Hearing 30 Per Cent., but the Aviator's Not at All.",1927-03-20,article,Archives,None,Archives,['Deafness'],https://www.nytimes.com/1927/03/20/archives/flight-aids-deaf-girl-but-deafens-the-flier-altitude-test-improves.html,nyt://article/aa7a41a0-8d98-574c-804b-4bedf76ef78d,
"DEAF, THEY 'HEAR' WITH FINGER TIPS; Nine Children in Tests Demonstrate Methods of Responding to Sound Impressions. TOUCH PIANO TOP AND SING Understand Questions by Placing Hand on Speaker's Face -- Microphone Carries Responses.",1925-11-06,article,Archives,None,Archives,['Deafness'],https://www.nytimes.com/1925/11/06/archives/deaf-they-hear-with-finger-tips-nine-children-in-tests-demonstrate.html,nyt://article/ab237986-7a72-5a72-9083-dc2470c84dfc,
THE SCREEN; Lorelei Lee and Dorothy.,1928-01-16,article,Review,"Amusements, Educational",Archives,['MOTION PICTURES'],https://www.nytimes.com/1928/01/16/archives/the-screen-lorelei-lee-and-dorothy.html,nyt://article/ab82dcef-6d7a-50cd-9de3-5cd304620341,By Mordaunt Hall
"OLVANY QUITS SUDDENLY AS TAMMANY HALL LEADER; ILL HEALTH GIVEN AS CAUSE; SUCCESSOR IS IN DOUBT Mahoney Said to Have Support but Others Are Mentioned. LEADERS STUNNED BY MOVE Action on Eve of Campaign in City May Impair Chances of Walker, Some Say. CHIEF TO KEEP JOB A WEEK Deaf to Pleas to Reconsider-- Doctors Assert He Is 'Run Down' and Must Rest. Many Impair Walker's Chances. Handed Letter to Eagan. Asks Aid for National Deficit Silence Follows Reading. Walker Declines Comment. Was a Judge When Selected. Dissatisfaction in Wigwam. Move Expected at Albany.",1929-03-16,article,Archives,None,Archives,['Elections'],https://www.nytimes.com/1929/03/16/archives/olvany-quits-suddenly-as-tammany-hall-leader-ill-health-given-as.html,nyt://article/ac74885a-8868-5ba5-ad37-ebeb6400e4b7,Times Wide World Photo
WORK FOR DEAF TO BE WIDENED; Directors of Coolidge Fund for the Clarke School to Extend Its Activities School Children Affected. Another Purpose of the Fund.,1929-04-14,article,Archives,None,Archives,[],https://www.nytimes.com/1929/04/14/archives/work-for-deaf-to-be-widened-directors-of-coolidge-fund-for-the.html,nyt://article/af41d47f-8f43-57e4-a895-269b71c39023,
Aid for the Deaf.,1929-04-08,article,Archives,None,Archives,[],https://www.nytimes.com/1929/04/08/archives/aid-for-the-deaf.html,nyt://article/af8aa851-ef31-54ef-a304-18cf094b7bbf,ETHYL HAYDEN
COOLIDGE FUND WILL AID DEAF; MRS. COOLIDGE AND HER MENTOR,1929-01-06,article,Archives,None,Archives,[],https://www.nytimes.com/1929/01/06/archives/coolidge-fund-will-aid-deaf-mrs-coolidge-and-her-mentor.html,nyt://article/b49c2ea0-ae28-59c6-9f89-fd5fb1d045cf,By Diana Rice.photograph By Eric Stahlberg
New Method of Operation Improves Hearing of Deaf,1927-12-25,article,Archives,None,Archives,[],https://www.nytimes.com/1927/12/25/archives/new-method-of-operation-improves-hearing-of-deaf.html,nyt://article/b615c2fc-2e18-5517-888e-5184503975ce,"Copyright, 1927. by the New York Times Co.special Cable To the New York Times"
NEW AID FOR DEAF SHOWN.; Inventor Demonstrates Apparatus Which Uses Vaccuum Tubes.,1927-02-18,article,Archives,None,Archives,['Deafness'],https://www.nytimes.com/1927/02/18/archives/new-aid-for-deaf-shown-inventor-demonstrates-apparatus-which-uses.html,nyt://article/bb2ffd48-266d-582c-bb01-a53540b40289,
"ARCHIVES SHOW CZAR DEAF TO HIS ADVISERS; Cabinet Ministers, Foreseeing Defeat and Revolution, Fought in Vain Against Removal of Grand Duke Nicholas From Command of Armies",1926-09-26,article,Archives,None,Archives,"['PUBLIC UTILITIES', 'EARNINGS', 'EUROPEAN WAR', 'MONARCHY']",https://www.nytimes.com/1926/09/26/archives/archives-show-czar-deaf-to-his-advisers-cabinet-ministers.html,nyt://article/bbaf8c91-af54-580e-bc85-0f7ed84b8b27,
BRITISH UNIONS DEAF TO RADICALS; Cook's Appeal for an All Powerful Alliance Fails to Move London Conference.,1925-06-05,article,Archives,None,Archives,"['Elections', 'MAYOR', 'LABOR']",https://www.nytimes.com/1925/06/05/archives/british-unions-deaf-to-radicals-cooks-appeal-for-an-all-powerful.html,nyt://article/bf4f5330-37b8-5838-b9c4-275c6537519b,By Wireless To the New York Times
AIR DIVE HELPS DEAF MAN.; Trooper Says After Flight He Can Hear Voices Now.,1925-02-17,article,Archives,None,Archives,['Deafness'],https://www.nytimes.com/1925/02/17/archives/air-dive-helps-deaf-man-trooper-says-after-flight-he-can-hear.html,nyt://article/bf92582e-46f3-5005-80ca-1fadb8a0ca5f,Special to The New York Times
"$1,000,000 RAISED FOR CLARKE SCHOOL; 'Coolidge Fund' to Aid Deaf Is Half Completed, Board Is Told at Luncheon. PRESIDENT'S LETTER READ Chairman of Drive for Institution at Northampton Announces Contributions at Washington. Praises Work of C.W. Barron Says 10,000,000 Are Affected.",1928-11-17,article,Archives,None,Archives,[],https://www.nytimes.com/1928/11/17/archives/1000000-raised-for-clarke-school-coolidge-fund-to-aid-deaf-is-half.html,nyt://article/c0db9124-6375-5b25-a5f9-3cb33848cacd,Special to The New York Times
"MRS. COOLIDGE BEARS FUND.; Taken $100,000 in Gifts to School for Deaf at Northampton.",1929-03-04,article,Archives,None,Archives,[],https://www.nytimes.com/1929/03/04/archives/mrs-coolidge-bears-fund-taken-100000-in-gifts-to-school-for-deaf-at.html,nyt://article/c1b57c3a-66c9-59d3-a89d-0b486fbb08b0,
ELEPHANTS' VICTIM DEAF AND HALF BLIND; Body of Woman Trampled to Death in Newark Identified -Trainers of Animals Surrender.,1927-04-20,article,Archives,None,Archives,['Elephants'],https://www.nytimes.com/1927/04/20/archives/elephants-victim-deaf-and-half-blind-body-of-woman-trampled-to.html,nyt://article/c1c946dd-5893-500c-b683-9901bf913acc,
DEAFNESS LAID TO CATARRH.; Professor Frossard of the Sorbonne Urges Care of Nose and Throat.,1928-06-12,article,Archives,None,Archives,['Deafness'],https://www.nytimes.com/1928/06/12/archives/deafness-laid-to-catarrh-professor-frossard-of-the-sorbonne-urges.html,nyt://article/c38a027d-fb1c-5aa6-baef-fa6ae4f77fd2,Special Cable to THE NEW YORK TIMES
GIVE BASKET TO COOLIDGE.; Graduates of Public School for the Deaf Make Presentation.,1926-01-29,article,Archives,None,Archives,['Deafness'],https://www.nytimes.com/1926/01/29/archives/give-basket-to-coolidge-graduates-of-public-school-for-the-deaf.html,nyt://article/c3a7f9bd-509f-5f20-a4c8-58660e8c0b77,
PLAN BETTER HEARING WEEK; Otologists to Warn Public of Danger of Acquiring Deafness.,1927-10-09,article,Archives,None,Archives,['BETTER HEARING WEEK'],https://www.nytimes.com/1927/10/09/archives/plan-better-hearing-week-otologists-to-warn-public-of-danger-of.html,nyt://article/c3c15ec2-7780-5aa5-999c-7492bb6274b2,
Device May Aid Teaching of Deaf.,1927-01-05,article,Archives,None,Archives,"['Deafness', 'OSCILLOGRAPH']",https://www.nytimes.com/1927/01/05/archives/device-may-aid-teaching-of-deaf.html,nyt://article/c3c47d56-bc4e-5e19-8803-89d8428065f0,
"CHILD DIVES IN PLANE.; Drop of 5,000 Feet Fails to Cure Connecticut Girl of Deafness.",1925-05-10,article,Archives,None,Archives,['Deafness'],https://www.nytimes.com/1925/05/10/archives/child-dives-in-plane-drop-of-5000-feet-fails-to-cure-connecticut.html,nyt://article/c5d3e520-f1d0-5383-9ffb-11d931aaa4c8,Special to The New York Times
COAL MINERS DEAF TO NO-STRIKE PLEA; Refuse Operators' Plan to Continue Work and Arbitrate Differences. HOPE TO REACH AGREEMENT But Will Not Give Assurance of No Interruption of Hard Coal Supply. NATIONAL TIE-UP FEARED Anthracite Men See In Bittner's Threat Hint of Shutdown of Entire Industry.,1925-07-23,article,Archives,None,Archives,"['COAL STRIKES', 'NATION-WIDE STRIKE (U S)']",https://www.nytimes.com/1925/07/23/archives/coal-miners-deaf-to-nostrike-plea-refuse-operators-plan-to-continue.html,nyt://article/c68a1185-0883-57f8-8a57-b4c3542fb9d5,Special to The New York Times
"OSISO 'SHOWS' SOUND SAYS ITS INVENTOR; Engineer Demonstrates Device to Enable Deaf to ""See"" Speech or Music. CAN BE CARRIED IN POCKET J.W. Legg Declares Instrument Will Be Invaluable in War -- It Also Detects Oil.",1926-12-30,article,Archives,None,Archives,"['Deafness', 'OSCILLOSCOPE (OSISO)']",https://www.nytimes.com/1926/12/30/archives/osiso-shows-sound-says-its-inventor-engineer-demonstrates-device-to.html,nyt://article/c6b46b85-4c2f-55ae-a18e-5bab6b8410d3,
THE SCREEN; A Comedy of Sorts.,1928-04-17,article,Review,"Amusements, Hotels and Restaurants",Archives,['MOTION PICTURES'],https://www.nytimes.com/1928/04/17/archives/the-screen-a-comedy-of-sorts.html,nyt://article/c88cd9cf-c398-522c-8c27-e26b31b28705,By Mordaunt Hall
MOUNT HOLYOKE GIVES LL.D.; Honors Miss Yale of School for Deaf at 90th Commencement.,1927-06-15,article,Archives,None,Archives,[],https://www.nytimes.com/1927/06/15/archives/mount-holyoke-gives-lld-honors-miss-yale-of-school-for-deaf-at-90th.html,nyt://article/c93ab583-852b-5607-9484-6b527cd2008c,Special to The New York Times
"FIND DIN IS MAKING CITY AUTOISTS DEAF; Wynne's Investigators Assert the Same Applies to Workers Exposed to Riveting Noise. LIST HARMS OF SOUNDS Efficiency Is Impaired, Nervous System Strained and Sleep Is Disturbed, Committee Says. Increased Pressure Shown. Find Hearing Threatened.",1929-12-23,article,Archives,None,Archives,[],https://www.nytimes.com/1929/12/23/archives/find-din-is-making-city-autoists-deaf-wynnes-investigators-assert.html,nyt://article/ca86f61f-291c-53e6-9f58-1ae6296d47fd,
"CHINA NOW NO PLACE FOR FOREIGN MONEY; Forced Liquidations and Open Robbery Make Investments Somewhat Hazardous. BELGIAN COMPANY LOOTED Police Watch Idly While Tientsin ""Redemption Committee"" Robs Utility Concern. Belgian Company Robbed. Confiscation Prevented. Nanking Deaf to Appeals.",1929-07-21,article,Archives,None,Archives,['DISPATCH FROM TIENTSIN ON'],https://www.nytimes.com/1929/07/21/archives/china-now-no-place-for-foreign-money-forced-liquidations-and-open.html,nyt://article/ca9f9e18-918c-5c9e-ab8a-e84fa07ac384,By Hallett Abend Special Correspondence of the New York Times
DEAF SCHOOL CHILDREN SLOW DOWN WORK OF WHOLE CLASS; Twenty States Have Organized Medical Inspection to Lighten the Handicaps of Children Who Are Hard of Hearing,1926-02-14,article,Archives,None,Archives,"['Education', 'Deafness']",https://www.nytimes.com/1926/02/14/archives/deaf-school-children-slow-down-work-of-whole-class-twenty-states.html,nyt://article/cd0f7693-8bf6-582c-9079-6406cb9c696c,
"$250,000 NOW IN FUND FOR DEAFNESS STUDIES; New Gifts of $91,080 Added in Drive for $500,000 Total, Which Must Be Reached July 1.",1929-04-08,article,Archives,None,Archives,[],https://www.nytimes.com/1929/04/08/archives/250000-now-in-fund-for-deafness-studies-new-gifts-of-91080-added-in.html,nyt://article/cd97f28b-c4ca-55e8-9884-64280ccb7191,
"SEEKS $2,500,000 TO STUDY DEAFNESS; Otalogical Society Launches a Drive for Funds to Permit Permanent Research. HARKNESS GIVES $100,000 Gathering Is Told Deafness Seems to Be Increasing--Economic Loss to Nation Decried.",1929-03-13,article,Archives,None,Archives,"['GIFTS AND BEQUESTS', 'GIFTS AND BEQUESTS', 'Deafness']",https://www.nytimes.com/1929/03/13/archives/seeks-2500000-to-study-deafness-otalogical-society-launches-a-drive.html,nyt://article/cf1b4ac8-3ca0-51ca-8242-1084f1a9ba9c,
School for Deaf Asks Financial Aid.,1927-06-03,article,Archives,None,Archives,[],https://www.nytimes.com/1927/06/03/archives/school-for-deaf-asks-financial-aid.html,nyt://article/cfabe444-f440-5432-9463-cd667064f7c7,
"MISS MORGAN TO GO ON THE STAND TODAY; Last of Her Co-Defendants in Night Club Nuisance Case Pleads Guilty. WIFE IS DRY AGENT'S AIDE Received $5 a Day for Helping to ""Entrap"" Actress at the ""Summer Home."" TRIAL IS INTERRUPTED Judge Thomas Suffers Spell of Deafness--Goes on With Case When It Passes. Willful Default Charged. Judge's Deafness Halts Case. Wife Aided Dry Agent. Women Aides Necessary.",1929-04-18,article,Archives,None,Archives,"['NIGHT CLUBS AND CABARETS', ""HELEN MORGAN'S SUMMER HOME"", 'Dogs', 'FIELD TRIALS']",https://www.nytimes.com/1929/04/18/archives/miss-morgan-to-go-on-the-stand-today-last-of-her-codefendants-in.html,nyt://article/d07f34d6-0ba5-5d3d-8e8c-694ebe354bbf,
SAYS DEAF MAY DRIVE AUTOS IN NEW JERSEY; Attorney General Rules Defective Hearing Is No Bar to Getting -- a License.,1925-04-03,article,Archives,None,Archives,"['TRANSIT', 'Automobiles', 'DEAF DRIVERS', 'ELEVATED RYS']",https://www.nytimes.com/1925/04/03/archives/says-deaf-may-drive-autos-in-new-jersey-attorney-general-rules.html,nyt://article/d175dc6b-a9ff-5c3c-a31d-db024cd6ab07,Special to The New York Times
"ALL THE WORLD PAYS HONOR TO EDISON; The Occasion Is the Fifteith Anniversary of the Invention of the Electric Lamp, the Story of Which Is Told by One Who Took Part in That Notable Achievement, So Beneficial to Civilization Magic of the Lamp. His Hand Strong and Small. The Inventor Under a Strain. The Electric Railway. ALL THE WORLD HONORS EDISON, THE INVENTOR One of the Men Who Worked in His Laboratory Describes The Adventurous Days When the Electric Lamp Was Being Completed at Menlo Park Discovery and Invention. His Powers of Endurance. Deafness as an Asset. A ""Good Guessor."" Mr. Edison Was Missed.",1929-10-20,article,Archives,None,Archives,"['Books and Literature', 'REVS']",https://www.nytimes.com/1929/10/20/archives/all-the-world-pays-honor-to-edison-the-occasion-is-the-fifteith.html,nyt://article/d647a467-dcb2-5b43-a346-127d03edbaed,By Albert H. Herrick.from the Painting By Ellis M. Silvette. Photograph Copyright By Thomas A. Edison.photograph By Times Wide World.from A Drawing By Harry K. Fleming. Photograph By Brown Bros
REJECT SMITH PLANS ON REORGANIZATION; Republicans Deaf to Proposals on Architecture and Designation of Depositories. DELAY ON PUBLIC SERVICE Commission Marks Time on Transit Regulation and Metropolitan Division. SOME CONCESSIONS MADE Governor Wins on Appointment of State Police Head and Discarding of Port Wardens.,1927-01-27,article,Archives,None,Archives,"['INSTITUTIONS', 'Finances', 'DEPOSITORY BANKS', 'RAPID TRANSIT', 'HISTORIC SPOTS', 'PORT WARDENS', 'REORGANIZATION OF STATE GOVT']",https://www.nytimes.com/1927/01/27/archives/reject-smith-plans-on-reorganization-republicans-deaf-to-proposals.html,nyt://article/d7d21eb6-8cf9-5691-a057-443f42201163,Special to The New York Times
"Helen Keller, Blind and Deaf, Sends ""Ray of Cheer"" to Fund",1929-12-15,article,Archives,None,Archives,[],https://www.nytimes.com/1929/12/15/archives/helen-keller-blind-and-deaf-sends-ray-of-cheer-to-fund.html,nyt://article/d811ed53-45de-5029-a206-e709e5ba5848,
"POINCARE IS DEAF TO CLAMOR THAT HE REFORM THE CABINET; His Feelings Hurt by Radical Congress Coup, French Premier May Refuse. MARIN ADDS TO TROUBLE Fiery Nationalist Leader Makes Situation More Difficult by Flaying Radical Deserters. THEY ISSUE DEFIANT RETORT Doumergue Waits Amid Storm to Ask Premier to Return--Invitation Today or Tomorrow Likely. Poincare Sulks in His Tent. POINCARE MAY NOT REFORM CABINET Left Parties Seek Common Program.",1928-11-09,article,Archives,None,Archives,[],https://www.nytimes.com/1928/11/09/archives/poincare-is-deaf-to-clamor-that-he-reform-the-cabinet-his-feelings.html,nyt://article/d84d5988-12ca-5e2e-b4f6-5698b97cc265,By P.j. Philip. Special Cable To the New York Times
BOSWELL DEFENDS OCEAN GROVE RULES; Camp Meeting President Says Restrictions Make the Resort Famed Throughout Nation. WOMAN CALLS HIM A CZAR Leaseholders' Leader Declares the Association Ruins Business and Is Deaf to Complaints.,1927-07-20,article,Archives,None,Archives,[],https://www.nytimes.com/1927/07/20/archives/boswell-defends-ocean-grove-rules-camp-meeting-president-says.html,nyt://article/d8ff3319-91a8-5939-ad6c-523adfc156e5,Special to The New York Times
"DWIGHT ELMENDORF, LECTURER, DEAD; Made Scenes and Customs in Many Countries Familiar to Americans. WAS WAR CORRESPONDENT Taught the Deaf Early in His Career--Spent as Much as $50,000 on a Single Lecture. Took Rough Rider Pictures. Never Spared Expense.",1929-05-08,article,Archives,None,Archives,[],https://www.nytimes.com/1929/05/08/archives/dwight-elmendorf-lecturer-dead-made-scenes-and-customs-in-many.html,nyt://article/da233883-d359-5702-b620-bbca400b6511,
"GREETED BY MRS. COOLIDGE.; Miss Caroline Yale, Teacher of the Deaf, Is 79.",1927-09-30,article,Archives,None,Archives,[],https://www.nytimes.com/1927/09/30/archives/greeted-by-mrs-coolidge-miss-caroline-yale-teacher-of-the-deaf-is.html,nyt://article/dbe1a360-0acd-5a31-b5d1-99f207e08568,
"ANNA R. MARGULIES, EDUCATOR, IS DEAD; She Founded and Headed Montessori (Later Ann-Reno) School Here--Taught Deaf to Speak.",1929-07-08,article,Archives,None,Archives,[],https://www.nytimes.com/1929/07/08/archives/anna-r-margulies-educator-is-dead-she-founded-and-headed-montessori.html,nyt://article/dd5c8636-20aa-504e-96f1-390501bb0acc,
DEAF DOG TO FLY FOR CURE.; Sister of Marines' Mascot Will Undergo Test at Washington.,1928-05-22,article,Archives,None,Archives,['Deafness'],https://www.nytimes.com/1928/05/22/archives/deaf-dog-to-fly-for-cure-sister-of-marines-mascot-will-undergo-test.html,nyt://article/e5cd6a8d-a384-5fbc-b4f8-f8746a9f4e29,
PREDICTS BOON TO DEAF.; Helen Keller Expects Device to Convey Speech and Music.,1926-06-13,article,Archives,None,Archives,['Deafness'],https://www.nytimes.com/1926/06/13/archives/predicts-boon-to-deaf-helen-keller-expects-device-to-convey-speech.html,nyt://article/e67dde19-c767-52cf-8336-97fc813a7604,
Asks Test of Flying as Aid to Deaf.,1929-08-18,article,Archives,None,Archives,['Deafness'],https://www.nytimes.com/1929/08/18/archives/asks-test-of-flying-as-aid-to-deaf.html,nyt://article/e7dbb1a5-de49-54ac-a5e5-f9f0890ff630,
"URGES AID FOR DEAF PUPILS; Speaker at Crusade Luncheon Says 3,000,000 Have Defective Hearing.",1927-10-22,article,Archives,None,Archives,['Deafness'],https://www.nytimes.com/1927/10/22/archives/urges-aid-for-deaf-pupils-speaker-at-crusade-luncheon-says-3000000.html,nyt://article/f62f5623-3754-541c-9185-5fc1c1961777,
LIP SCHOOL CHARTERED.; Scholarships Are Planned in New Institution for Deaf.,1929-04-11,article,Archives,None,Archives,[],https://www.nytimes.com/1929/04/11/archives/lip-school-chartered-scholarships-are-planned-in-new-institution.html,nyt://article/f725dcfc-0f4e-5b10-9a8c-740ff9a40c4e,
"TEACHERS MARVEL AT DEAF, BLIND BOY; His Ability to ""Feel"" Voices, Speak and Act, Demonstrated at Meeting Here. 2,000 WORD VOCABULARY Physician's Son Lost Sight and Hearing at 4 -- Swims and Does Gymnasium Work.",1927-06-25,article,Archives,None,Archives,"['SCHOOLS', 'DEAF-BLIND CHILDREN']",https://www.nytimes.com/1927/06/25/archives/teachers-marvel-at-deaf-blind-boy-his-ability-to-feel-voices-speak.html,nyt://article/f72bf80e-f523-511d-ba1a-2a1fff5575e7,
"DEAF VETERAN FREE IN WEIGHT CHARGE; Truckman, Twice Cited in War, Acquitted as He Lays Short Coal Load to Bad Hearing.",1928-04-14,article,Archives,None,Archives,['Coal'],https://www.nytimes.com/1928/04/14/archives/deaf-veteran-free-in-weight-charge-truckman-twice-cited-in-war.html,nyt://article/f7a9babd-8a67-5bfa-bdc4-21e8433e8704,
ASKS HOME FOR DEAF BLIND.; Society of Oral Advocates Urges a National Institution.,1927-06-26,article,Archives,None,Archives,"['SCHOOLS', 'Books and Literature']",https://www.nytimes.com/1927/06/26/archives/asks-home-for-deaf-blind-society-of-oral-advocates-urges-a-national.html,nyt://article/f7f2a8a3-11a3-5f37-a3c9-53b02655bd85,
"BOSTON POLICE STOP MEETING FOR SACCO; Arrest Powers Hapgood, Who Defies Ban to Make Test of ""Free Speech."" SUPPORTER ALSO SEIZED Defense Committee Asserts Socialists Were Forced to Refuse Use of Permit. SACCO KEEPS UP FAST is Deaf to Appeals of the Prison Physician on Twenty-ninth Foodless Day.",1927-08-15,article,Archives,None,Archives,[],https://www.nytimes.com/1927/08/15/archives/boston-police-stop-meeting-for-sacco-arrest-powers-hapgood-who.html,nyt://article/fb46089d-4438-5a54-83eb-95f7ace1d1a0,From a Staff Correspondent of The New York Times
"BRONXVILLE DEAF TO A POET'S PLEA; His Demand for 'Swanker Name' Scorned in the 'AthensFlorence of Westchester.' FOUNDER'S SON AGAINST IT Admitting 'Loveliness' of the Village, He Thinks a Change Would Be a Mistake.",1934-12-26,article,Archives,None,Archives,['AMER SPEECH (PUBLICATION)'],https://www.nytimes.com/1934/12/26/archives/bronxville-deaf-to-a-poets-plea-his-demand-for-swanker-name-scorned.html,nyt://article/01be265a-c683-57db-94a9-0ce0ca6a3ad8,
WILL START SATURDAY.; All Hallows to Meet St. Joseph's Institute for Deaf.,1931-09-27,article,Archives,None,Archives,[],https://www.nytimes.com/1931/09/27/archives/will-start-saturday-all-hallows-to-meet-st-josephs-institute-for.html,nyt://article/02527189-ac5b-5d14-8558-dde3ce041c5e,
"NEW FRENCH ENVOY TO CANADA ARRIVES; Charles A. Henry of Family of Diplomats Comes on the Paris En Route to Ottawa. FRIEND OF DEAF ALSO HERE Morche to Study Our Methods of Protecting Hearing--Crosby, Internationalist, Returns. Friend of War Deaf Here. Comes to Discuss Cheese Tariff.",1931-03-11,article,Archives,None,Archives,['Deafness'],https://www.nytimes.com/1931/03/11/archives/new-french-envoy-to-canada-arrives-charles-a-henry-of-family-of.html,nyt://article/056eb6db-1922-52ae-9bc5-02b468c0636d,
NEW COURSES AT HUNTER.; Innovations for Evening Sessions Include Pedagogy fer Deaf.,1930-09-07,article,Archives,None,Archives,['EVENING AND EXTENSION DIVISION'],https://www.nytimes.com/1930/09/07/archives/new-courses-at-hunter-innovations-for-evening-sessions-include.html,nyt://article/05d69400-2b25-5bac-b099-4383da2578f2,
George Arliss Gives Another Masterful Portrayal as a Deaf Musician Who Eavesdrops on Distressed Persons.; The Deaf Pianist.,1932-02-11,article,Review,AMUSEMENTS,Archives,['MOTION PICTURES'],https://www.nytimes.com/1932/02/11/archives/george-arliss-gives-another-masterful-portrayal-as-a-deaf-musician.html,nyt://article/09cbf1a5-77b5-5df9-b7d6-00b0b84a60c6,By Mordaunt Hall
"W.C.T.U. GROUP WINS RESPECT IN VIRGINIA; Albemarle County Women Will Vote Prohibition Ticket as ""Matter of Principle."" DEAF TO CLERICAL URGING Grieved at Republican Stand and Finding Democrats Impossible, They Go Own Way.",1932-09-18,article,Archives,None,Archives,['PRESIDENTIAL CAMPAIGN OF 1932'],https://www.nytimes.com/1932/09/18/archives/wctu-group-wins-respect-in-virginia-albemarle-county-women-will.html,nyt://article/0a4ed43f-b5f0-55d9-82b5-f37c0a7a3af7,"By J.k. Irving Jr.editorial Correspondence, the New York Times"
"ELEVEN GRADUATED AT SCHOOL FOR DEAF; Special Prizes Awarded -- Dr. Thomas F. Fox, Fifty Years on Faculty, Retires.",1933-06-17,article,Archives,None,Archives,[],https://www.nytimes.com/1933/06/17/archives/eleven-graduated-at-school-for-deaf-special-prizes-awarded-dr.html,nyt://article/0c0d0296-8817-5942-a315-d5c6dfdd6e7a,
Deaf Present Tableau.,1934-01-08,article,Archives,None,Archives,['DEAFNESS AND DEAF MUTES'],https://www.nytimes.com/1934/01/08/archives/deaf-present-tableau.html,nyt://article/0d4ec00d-b9c0-57a9-978c-a9f0a7d24ca0,
THE SCREEN,1930-01-11,article,Review,"Amusements, Hotels and Restaurants",Archives,['MOTION PICTURES'],https://www.nytimes.com/1930/01/11/archives/the-screen.html,nyt://article/0f68b880-bcce-5513-b112-dc308cb3521d,By Mordaunt Hall
The World of the Deaf; SILENT WORLD. By Florence Riddell. 320 pp. Philadelphia: J.B. Lippincott Company. $2.,1934-01-28,article,Archives,None,Archives,"['Books and Literature', 'Reviews']",https://www.nytimes.com/1934/01/28/archives/the-world-of-the-deaf-silent-world-by-florence-riddell-320-pp.html,nyt://article/11d52fd2-bb9a-5ba8-9268-f0f7578ff02e,
