headline,date,doc_type,material_type,news_desk,section,keywords,url,id,byline
"The Neediest Cases; Coping With Deafness, Blindness and Schizophrenia",2006-01-02,article,News,Metropolitan Desk,New York,[],https://www.nytimes.com/2006/01/02/nyregion/the-neediest-cases-coping-with-deafness-blindness-and.html,nyt://article/76a02b2e-a968-52b8-b388-1c3ed3c2d92b,By Jennifer 8. Lee
Flying Blind and Deaf but Not Alone,2005-08-30,article,News,Business/Financial Desk,Business Day,"['Deafness', 'Travel and Vacations']",https://www.nytimes.com/2005/08/30/business/flying-blind-and-deaf-but-not-alone.html,nyt://article/2b39f9da-5abc-5237-8c33-c617ab93d88e,By Anindya Bhattacharyya
An Art Class's Lesson in Politics,2005-07-25,article,News,Metropolitan Desk,New York,"['IMMIGRATION AND REFUGEES', 'Education and Schools', 'Art', 'Terrorism']",https://www.nytimes.com/2005/07/25/nyregion/an-art-classs-lesson-in-politics.html,nyt://article/142bc93b-7d21-5c95-a00c-3b84cdbebaf2,By Nina Bernstein
Apartments for a Special Clientele,2005-05-15,article,News,Real Estate Desk,Real Estate,"['Deafness', 'Housing', 'Renting and Leasing', 'Real Estate', 'Blindness', 'Handicapped']",https://www.nytimes.com/2005/05/15/realestate/apartments-for-a-special-clientele.html,nyt://article/76b83378-c0a9-5493-a6bc-da34de1f3629,By Eleanor Charles
"Maurice Hilleman, Master in Creating Vaccines, Dies at 85",2005-04-12,article,Obituary; Biography,Metropolitan Desk,New York,"['Mumps', 'Vaccination and Immunization', 'Biographical Information', 'Medicine and Health', 'CHICKENPOX', 'Measles', 'Pneumonia', 'Meningitis', 'Deaths (Obituaries)']",https://www.nytimes.com/2005/04/12/us/maurice-hilleman-master-in-creating-vaccines-dies-at-85.html,nyt://article/7adc12b2-637b-59a2-adff-4e7244a5af67,By Lawrence K. Altman
George Scott Is Dead at 75; Gospel Group's Baritone,2005-03-12,article,Obituary; Biography,The Arts/Cultural Desk,Obituaries,"['RECORDINGS (AUDIO)', 'Deafness', 'Gospel Music', 'Biographical Information', 'Deaths (Obituaries)']",https://www.nytimes.com/2005/03/12/arts/music/george-scott-is-dead-at-75-gospel-groups-baritone.html,nyt://article/290b88d2-1f48-5282-a828-c66afec12289,By Douglas Martin
Football? They Play A Game?,2005-02-04,article,News,"Movies, Performing Arts/Weekend Desk",Arts,"['Television', 'Super Bowl', 'Football']",https://www.nytimes.com/2005/02/04/arts/movies/football-they-play-a-game.html,nyt://article/5a785d98-b8c7-5981-bdf4-0578d96d057b,By Richard Sandomir
"For Disabled, It's Hooray for Hollywood",2005-01-28,article,News,Metropolitan Desk,New York,"['Deafness', 'MOTION PICTURES', 'Academy Awards (Oscars)', 'Blindness', 'Handicapped']",https://www.nytimes.com/2005/01/28/nyregion/for-disabled-its-hooray-for-hollywood.html,nyt://article/1cdfe248-ba7a-54b6-9b91-d0f1f546001e,By Clyde Haberman
Adding Some Essential Appliances in a Life of Silence,2005-01-25,article,News,Metropolitan Desk,New York,['NEW YORK TIMES NEEDIEST CASES FUND'],https://www.nytimes.com/2005/01/25/nyregion/adding-some-essential-appliances-in-a-life-of-silence.html,nyt://article/80090c56-33d3-5ee9-a743-1ecf7e545ea5,By Cate Doty
School Achievement Reports Often Exclude the Disabled,2004-08-30,article,News,National Desk,U.S.,"['States (US)', 'Learning Disabilities', 'Mental Retardation', 'Education and Schools', 'Law and Legislation', 'Special Education (Handicapped)']",https://www.nytimes.com/2004/08/30/us/school-achievement-reports-often-exclude-the-disabled.html,nyt://article/087aef4f-565d-5142-9a3a-559956f27193,By Diana Jean Schemo
All Your Neighbors Are Just Like You,2004-04-13,article,News,Retirement,Job Market,"['Retirement Communities and Assisted Living', 'Homosexuality']",https://www.nytimes.com/2004/04/13/jobs/places-all-your-neighbors-are-just-like-you.html,nyt://article/8dbde336-9863-5ce9-8af0-8d5d3df039bd,By Hilary Appelman
Barriers Toppling for Disabled Medical Students,2003-11-25,article,News,Health & Fitness,Health,"['Insurance', 'Medical Schools', 'Malpractice', 'Doctors', 'Medicine and Health', 'Law and Legislation', 'Handicapped']",https://www.nytimes.com/2003/11/25/health/barriers-toppling-for-disabled-medical-students.html,nyt://article/fe8342b6-3a15-5b71-b916-1e4464cabbf6,By Linda Villarosa
Reality Programming,2003-09-28,article,Review,Book Review Desk,Books,"['Reviews', 'Books and Literature']",https://www.nytimes.com/2003/09/28/books/reality-programming.html,nyt://article/422379a0-d309-598a-9061-bb988cb6383e,By William H. Calvin
World Briefing: Asia,2003-07-30,article,News,International / Asia Pacific,World,[],https://www.nytimes.com/2003/07/30/international/asia/world-briefing-asia.html,nyt://article/bc819426-30e7-5743-b9ca-307738390604,
Did You Hear the One About the Suicide Bomber?,2003-06-15,article,News,Magazine Desk,Magazine,"['Comedy and Humor', 'World Trade Center (NYC)', 'AIRLINES AND AIRPLANES', 'Biographical Information', 'Hijacking', 'Islam', 'Terrorism']",https://www.nytimes.com/2003/06/15/magazine/did-you-hear-the-one-about-the-suicide-bomber.html,nyt://article/299b7936-7591-504e-b1ec-db8cd5e7c067,By Marshall Sella
ARTS BRIEFING,2003-03-25,article,News,The Arts/Cultural Desk,Arts,['Art'],https://www.nytimes.com/2003/03/25/arts/arts-briefing.html,nyt://article/ec0223ef-12c5-5ec4-9c9e-a2a7053e0ea3,
"Trial by Fire, And by Fear, In the I.C.U.",2003-02-04,article,News,Health & Fitness,Health,"['Emergency Medical Treatment', 'Medicine and Health', 'Hospitals']",https://www.nytimes.com/2003/02/04/health/cases-trial-by-fire-and-by-fear-in-the-icu.html,nyt://article/ad3ce318-6745-5493-85e5-541e0de84034,"By Sandeep Jauhar, M.d"
Inside Megan's World,2003-01-26,article,News,Westchester Weekly Desk,New York,"['Deafness', 'CHARGE SYNDROME', 'Blindness']",https://www.nytimes.com/2003/01/26/nyregion/county-lines-inside-megan-s-world.html,nyt://article/8a71a6be-4fbf-51e5-801c-4d20f74b9b14,By Marek Fuchs
When Parents Say No to Child Vaccinations,2002-11-30,article,News,National Desk,U.S.,"['Vaccination and Immunization', 'Children and Youth', 'Medicine and Health']",https://www.nytimes.com/2002/11/30/us/when-parents-say-no-to-child-vaccinations.html,nyt://article/a8b98c69-0b1e-53f5-919c-3355086c133a,By Donald G. McNeil Jr
MOVIES: CRITIC'S CHOICE,2002-10-13,article,News,Television,Arts,[],https://www.nytimes.com/2002/10/13/tv/movies-critic-s-choice.html,nyt://article/5ee27ae0-8b41-5055-87b4-779040ddde72,By Anita Gates
"Paid Notice: Deaths  HAMPTON, WILLARD GARDINIER",2002-08-29,article,Paid Death Notice,Classified,Archives,[],https://www.nytimes.com/2002/08/29/classified/paid-notice-deaths-hampton-willard-gardinier.html,nyt://article/c8d1ae08-c15a-5d0b-9eb3-06e6bbde68f2,
National Briefing: Midwest,2002-05-16,article,News,National,U.S.,"['Music', 'Livestock', 'Freedom of Speech and Expression']",https://www.nytimes.com/2002/05/16/national/national-briefing-midwest.html,nyt://article/588231b4-0162-5851-98e6-53825786cc00,
National Briefing | Midwest: Illinois: Couple Remain In Jail In Girl's Death,2002-05-16,article,News,National Desk,U.S.,"['Accidents and Safety', 'Child Abuse and Neglect', 'Handicapped']",https://www.nytimes.com/2002/05/16/us/national-briefing-midwest-illinois-couple-remain-in-jail-in-girl-s-death.html,nyt://article/6312908e-ba5e-50e2-9b5e-7f9ce5b96b18,By Jodi Wilgoren (NYT)
National Briefing,2002-05-16,article,News,National,U.S.,"['Bribery', 'Crime and Criminals']",https://www.nytimes.com/2002/05/16/national/national-briefing.html,nyt://article/8210dbfb-8276-5d04-b0c7-41fe5043961f,
"Girl, 9, Dies From Injuries In 4-Story Fall",2002-05-14,article,News,National Desk,U.S.,"['Deafness', 'Falls', 'Child Abuse and Neglect', 'Blindness']",https://www.nytimes.com/2002/05/14/us/girl-9-dies-from-injuries-in-4-story-fall.html,nyt://article/2f57bef2-e751-5bd7-b3cc-8ee8710df63c,By John W. Fountain
NEWS SUMMARY,2002-05-14,article,Summary,Metropolitan Desk,New York,[],https://www.nytimes.com/2002/05/14/nyregion/news-summary-034339.html,nyt://article/436e50db-f921-53a9-ae07-bcccfd7f7887,
The Nation: Calculation vs. Conscience; The Church Breaks Faith With the Faithful,2002-03-17,article,News,Week in Review Desk,Week in Review,"['PUBLIC OPINION', 'Sex Crimes', 'Child Abuse and Neglect', 'Priests']",https://www.nytimes.com/2002/03/17/weekinreview/the-nation-calculation-vs-conscience-the-church-breaks-faith-with-the-faithful.html,nyt://article/3f14c639-4ba9-58be-8a43-fae811ef38c2,By Terry Golway
Sands Point Center Introduces Deaf-Blind to a Wider World,2001-11-25,article,News,Long Island Weekly Desk,New York,"['Deafness', 'Blindness']",https://www.nytimes.com/2001/11/25/nyregion/sands-point-center-introduces-deaf-blind-to-a-wider-world.html,nyt://article/f9f37cd6-e5d1-5bfd-add5-495cd9c587c3,By Laurie Nadel
'Half a Life',2001-10-26,article,Transcript,Books / First Chapters,Books,[],https://www.nytimes.com/2001/10/26/books/chapters/half-a-life.html,nyt://article/f49bdfaf-4f57-5cde-8c5e-37ea3c569cf6,By V.s. Naipual
"Music; Call Her a Musician, Pure and Simple",2001-09-30,article,News,Arts and Leisure Desk,Arts,"['Music', 'Biographical Information']",https://www.nytimes.com/2001/09/30/arts/music-call-her-a-musician-pure-and-simple.html,nyt://article/2c525ad8-45af-59b0-9032-bcc56fd2785c,By James R. Oestreich
So That's Who's Talking: A Hearing Aid Points to the Sound,2001-09-27,article,News,Circuits,Technology,"['Hearing Aids', 'Ears and Hearing']",https://www.nytimes.com/2001/09/27/technology/what-s-next-so-that-s-who-s-talking-a-hearing-aid-points-to-the-sound.html,nyt://article/c500f79f-461f-5e74-9866-d841d2d183a9,By Yudhijit Bhattacharjee
CRIME,2001-07-22,article,Review,Book Review Desk,Books,"['Reviews', 'Books and Literature']",https://www.nytimes.com/2001/07/22/books/crime-214701.html,nyt://article/4b35e779-2487-5859-af0b-5be574609882,By Marilyn Stasio
'Only You Can Save Your Sons',2001-07-08,article,News,Magazine Desk,Magazine,['Civil War and Guerrilla Warfare'],https://www.nytimes.com/2001/07/08/magazine/only-you-can-save-your-sons.html,nyt://article/95d23712-c431-5a63-b2cc-e8975b1950c0,By Elizabeth Rubin
Making Poetic Riffs To the Rhythm of Bombs,2001-07-08,article,News,Arts and Leisure Desk,Theater,['Theater'],https://www.nytimes.com/2001/07/08/theater/theater-making-poetic-riffs-to-the-rhythm-of-bombs.html,nyt://article/ab22e612-0103-59b6-8794-f71099c25a83,By Ron Jenkins
Social Warming: Japan's Disabled Gain New Status,2001-07-07,article,News,Arts & Ideas/Cultural Desk,Arts,"['Social Conditions and Trends', 'Handicapped']",https://www.nytimes.com/2001/07/07/arts/social-warming-japan-s-disabled-gain-new-status.html,nyt://article/0129c269-33fc-5cbe-9fed-2e129d4dff23,By Stephanie Strom
"Paid Notice: Deaths  BRICK, SEYMOUR J.",2001-07-03,article,Paid Death Notice,Classified,Archives,[],https://www.nytimes.com/2001/07/03/classified/paid-notice-deaths-brick-seymour-j.html,nyt://article/f584d6d4-de31-57b8-95a4-faf5ffffa1c5,
High School Runner Faces Unusual Challenges,2001-06-11,article,News,None,Sports,"['Athletics and Sports', 'Running', 'Handicapped', 'Reading and Writing Skills']",https://www.nytimes.com/2001/06/11/sports/high-school-runner-faces-unusual-challenges.html,nyt://article/174d75bd-a605-54ac-b583-26f0f43960a5,By David Block
High School Runner Faces Some Unusual Challenges,2001-06-10,article,News,None,Sports,"['Athletics and Sports', 'Running', 'Handicapped', 'Reading and Writing Skills']",https://www.nytimes.com/2001/06/10/sports/high-school-runner-faces-some-unusual-challenges.html,nyt://article/7249a669-f62e-53ef-b48b-fc661ecd4b90,By David Block
"Five Determined Students, Five Unusual Routes to a College Degree",2001-06-01,article,News,None,Education,"['Music', 'UNITED STATES FOREIGN SERVICE', 'Stations and Terminals (Passenger)', 'RECORDINGS (AUDIO)']",https://www.nytimes.com/2001/06/01/college/five-determined-students-five-unusual-routes-to-a-college-degree-2001060190078333090.html,nyt://article/4a590b14-a49c-5c67-b71a-32b5ea88e92e,By The New York Times
"Five Determined Students, Five Unusual Routes to a College Degree",2001-06-01,article,News,None,Education,"['Music', 'UNITED STATES FOREIGN SERVICE', 'Stations and Terminals (Passenger)', 'RECORDINGS (AUDIO)']",https://www.nytimes.com/2001/06/01/college/five-determined-students-five-unusual-routes-to-a-college-degree.html,nyt://article/911982eb-6a71-5e1b-b037-3091d1674b3d,By The New York Times
"Five Determined Students, Five Unusual Routes to a College Degree",2001-05-30,article,News,None,Education,"['Music', 'UNITED STATES FOREIGN SERVICE', 'Stations and Terminals (Passenger)', 'RECORDINGS (AUDIO)']",https://www.nytimes.com/2001/05/30/college/five-determined-students-five-unusual-routes-to-a-college-degree.html,nyt://article/556067b9-4eae-5eff-8024-e474ce85bbfd,By The New York Times
"Five Determined Students, Five Unusual Routes to a College Degree",2001-05-29,article,News,None,Education,"['Music', 'UNITED STATES FOREIGN SERVICE', 'Stations and Terminals (Passenger)', 'RECORDINGS (AUDIO)']",https://www.nytimes.com/2001/05/29/college/five-determined-students-five-unusual-routes-to-a-college-degree.html,nyt://article/047a4335-cada-5e38-9650-0272ea26555c,By The New York Times
"Five Determined Students, Five Unusual Routes to a College Degree",2001-05-28,article,News,None,Education,"['Music', 'UNITED STATES FOREIGN SERVICE', 'Stations and Terminals (Passenger)', 'RECORDINGS (AUDIO)']",https://www.nytimes.com/2001/05/28/college/five-determined-students-five-unusual-routes-to-a-college-degree.html,nyt://article/cf91763f-8fee-526a-9e71-f7df0cb9bc7d,By The New York Times
"Five Determined Students, Five Unusual Routes to a College Degree: Temple University; Finding the Strength For a 'Hopeless Battle'",2001-05-27,article,News,National Desk,U.S.,"['Deafness', 'Colleges and Universities', 'Biographical Information', 'Blindness', 'Handicapped']",https://www.nytimes.com/2001/05/27/us/five-determined-students-five-unusual-routes-college-degree-temple-university.html,nyt://article/25cbf772-f782-50a5-9254-a34ab9934fa1,By Jodi Wilgoren
"Five Determined Students, Five Unusual Routes to a College Degree",2001-05-27,article,News,None,U.S.,"['Music', 'UNITED STATES FOREIGN SERVICE', 'Stations and Terminals (Passenger)', 'RECORDINGS (AUDIO)']",https://www.nytimes.com/2001/05/27/national/five-determined-students-five-unusual-routes-to-a-college-degree.html,nyt://article/75b86def-e639-5ac5-b1e1-5cf41391f8e1,By The New York Times
"Five Determined Students, Five Unusual Routes to a College Degree",2001-05-27,article,News,None,Education,"['Music', 'UNITED STATES FOREIGN SERVICE', 'Stations and Terminals (Passenger)', 'RECORDINGS (AUDIO)']",https://www.nytimes.com/2001/05/27/college/five-determined-students-five-unusual-routes-to-a-college-degree.html,nyt://article/8accba29-15a9-50e5-98c3-67734402447c,By The New York Times
Before the Miracle,2001-05-27,article,Review,Book Review Desk,Books,"['Reviews', 'Books and Literature']",https://www.nytimes.com/2001/05/27/books/before-the-miracle.html,nyt://article/fcbee121-688e-5ec8-8803-5f63c045c4a6,By Natalie Angier
Lighting a Life While Grinding an Ax,2001-05-21,article,Review,The Arts/Cultural Desk,Books,"['Reviews', 'Biographical Information', 'Books and Literature']",https://www.nytimes.com/2001/05/21/books/books-of-the-times-lighting-a-life-while-grinding-an-ax.html,nyt://article/66f13045-31b8-50b7-8eac-6d7f68e03fd4,By Richard Bernstein
Doggerel for the Barking Set,2000-12-03,article,News,Style Desk,Style,"['Dogs', 'Books and Literature']",https://www.nytimes.com/2000/12/03/style/pulse-doggerel-for-the-barking-set.html,nyt://article/403a89d8-f148-5904-9f46-ba494acdf0f5,By Frank Decaro
"They Came, They Saw and They Made a Difference",2000-11-20,article,News,Giving,Giving,"['Philanthropy', 'Medicine and Health', 'SPECIAL SECTIONS']",https://www.nytimes.com/2000/11/20/giving/they-came-they-saw-and-they-made-a-difference.html,nyt://article/ffdc3043-4d8d-5e78-8703-84fc8a6d2bb2,By David Gonzalez
Sizing up Children's Museums...Sending In Pint-Size Critics; Where Low Tech Gets a High-Five,2000-10-01,article,News,Connecticut Weekly Desk,New York,[],https://www.nytimes.com/2000/10/01/nyregion/sizing-up-childrens-museumssending-in-pintsize-critics-where-low.html,nyt://article/2d490fdf-fdf3-5e68-a7b5-0e3282ea32f9,By James Kindall
Sizing up Children's Museums...Sending In Pint-Size Critics; Where Low Tech Gets a High-Five,2000-10-01,article,News,Westchester Weekly Desk,New York,[],https://www.nytimes.com/2000/10/01/nyregion/sizing-up-childrens-museumssending-in-pintsize-critics-where-low.html,nyt://article/de9085d0-b9cf-5d82-80f6-a7141b84da06,By James Kindall
Where Low Tech Gets a High-Five,2000-09-24,article,News,Long Island Weekly Desk,New York,"['Children and Youth', 'Museums']",https://www.nytimes.com/2000/09/24/nyregion/where-low-tech-gets-a-highfive.html,nyt://article/32dd5090-282d-551b-b632-cef538485472,By James Kindall
Where Low Tech Gets a High-Five,2000-09-24,article,News,New Jersey Weekly Desk,New York,[],https://www.nytimes.com/2000/09/24/nyregion/where-low-tech-gets-a-highfive.html,nyt://article/83ec3791-7457-58ce-9ece-ab828e0b83a0,By James Kindall
"Paid Notice: Deaths  LUNTEY, BEVERLY WEBER",2000-08-17,article,Paid Death Notice,Classified,Archives,[],https://www.nytimes.com/2000/08/17/classified/paid-notice-deaths-luntey-beverly-weber.html,nyt://article/29cd496a-1450-5c67-a94b-60384a40b351,
Metropolitan Diary,2000-07-17,article,News,Metropolitan Desk,New York,[],https://www.nytimes.com/2000/07/17/nyregion/metropolitan-diary-242896.html,nyt://article/adc29870-9f12-52b9-be77-1998c15670f5,By Enid Nemy
Serbia's Detroit That Was: In Distress and Angry,2000-05-31,article,News,Foreign Desk,World,"['Politics and Government', 'Civil War and Guerrilla Warfare']",https://www.nytimes.com/2000/05/31/world/serbia-s-detroit-that-was-in-distress-and-angry.html,nyt://article/a68b0905-931b-50c5-9a27-77ffb1e27b28,By Steven Erlanger
'Rewired' Ferrets Overturn Theories of Brain Growth,2000-04-25,article,News,Science Desk,Science,"['Ferrets', 'ANIMALS', 'Brain', 'Research', 'Eyes and Eyesight', 'Ears and Hearing']",https://www.nytimes.com/2000/04/25/science/rewired-ferrets-overturn-theories-of-brain-growth.html,nyt://article/3008a29c-e452-528b-bc80-8805145a1ba4,By Sandra Blakeslee
"To Teach, or Merely Accommodate",2000-04-09,article,News,Education Life Supplement,Education,"['Learning Disabilities', 'Colleges and Universities']",https://www.nytimes.com/2000/04/09/education/to-teach-or-merely-accommodate.html,nyt://article/4fd256c8-c6ab-535f-92ce-5be015795ba3,By Linda Lee
"To Understand Humans, Geneticists Are Turning to Dogs",2000-04-04,article,News,Science Desk,Science,"['Dogs', 'Genetics and Heredity', 'Evolution']",https://www.nytimes.com/2000/04/04/science/to-understand-humans-geneticists-are-turning-to-dogs.html,nyt://article/dd39a623-c991-5008-8199-c20ae25bb51b,By Mark Derr
BUSINESS DIGEST,2000-03-27,article,Summary,Business/Financial Desk,Business Day,[],https://www.nytimes.com/2000/03/27/business/business-digest-471569.html,nyt://article/47a31010-b9bd-5009-a665-92e61d3076ec,
2 New Systems to Help Deaf and Blind at Movies,2000-03-27,article,News,Business/Financial Desk,Business Day,"['Deafness', 'MOTION PICTURES', 'Blindness']",https://www.nytimes.com/2000/03/27/business/media-2-new-systems-to-help-deaf-and-blind-at-movies.html,nyt://article/48b5ea80-83a4-5277-bdd1-46ddc365e4f3,By Thomas W. Holcomb Jr
Tentative Get-to-Know-You Becomes Clamor of Voices,2000-02-10,article,News,Metropolitan Desk,New York,['Deafness'],https://www.nytimes.com/2000/02/10/nyregion/the-neediest-cases-tentative-get-to-know-you-becomes-clamor-of-voices.html,nyt://article/68d55d93-3053-52b6-83e6-23a81aa29689,By Robert Waddell
Acting Out,2000-01-30,article,Review,Book Review Desk,Books,"['Reviews', 'Books and Literature']",https://www.nytimes.com/2000/01/30/books/acting-out.html,nyt://article/618588fe-9efa-5081-9ed8-5514e53d3a15,By Caleb Crain
When the Ordinary Gives Rise to Fiction,1999-11-28,article,News,Long Island Weekly Desk,New York,"['Deafness', 'Books and Literature', 'Blindness', 'Computers and the Internet']",https://www.nytimes.com/1999/11/28/nyregion/long-island-journal-when-the-ordinary-gives-rise-to-fiction.html,nyt://article/a8fe2cfa-a822-54a7-ba5c-c6e1dc928369,By Marcelle S. Fischler
AMERICAN TOPICS : Short Takes,1999-11-23,article,,IHT News,,[],https://www.nytimes.com/1999/11/23//IHT-american-topics-short-takes.html,nyt://article/697ba3de-e9e8-53fe-a134-9e4ec24e4674,"By Brian Knowlton, International Herald Tribune"
"For Broncos, Controversy Swirls a Mile High",1999-09-12,article,News,Sports Desk,Sports,['Football'],https://www.nytimes.com/1999/09/12/sports/nfl-preview-for-broncos-controversy-swirls-a-mile-high.html,nyt://article/35015db8-037c-5941-93b4-30eedec7682d,By Thomas George
"Full of Purpose, and Feeling Their Way to the Finish",1999-08-23,article,News,Sports Desk,Sports,"['SEACREST-TOBAY TRIATHLON', 'Triathlon', 'Deafness', 'Blindness']",https://www.nytimes.com/1999/08/23/sports/triathlon-full-of-purpose-and-feeling-their-way-to-the-finish.html,nyt://article/6116e9a6-47ff-5ece-9182-ee97f9c26beb,By Marcelle S. Fischler
Deal in Albany On Overhaul In the Schools,1999-08-03,article,News,Metropolitan Desk,New York,"['Education and Schools', 'Blacks', 'Black People', 'Hispanic-Americans', 'Special Education (Handicapped)']",https://www.nytimes.com/1999/08/03/nyregion/deal-in-albany-on-overhaul-in-the-schools.html,nyt://article/c6aee36d-0b80-5746-810a-99ba1bbed4d4,By Raymond Hernandez
"Under Federal Threat, Albany Seeks to Overhaul Special Education",1999-06-12,article,News,Metropolitan Desk,New York,"['Education and Schools', 'Blacks', 'Black People', 'Hispanic-Americans', 'Special Education (Handicapped)']",https://www.nytimes.com/1999/06/12/nyregion/under-federal-threat-albany-seeks-to-overhaul-special-education.html,nyt://article/c8df5dfe-c0b8-5be3-8087-a91c18ab54b2,By Raymond Hernandez
Yankees' Offense Stalls As O'Neill Is Slumping,1999-05-25,article,News,Sports Desk,Sports,['Baseball'],https://www.nytimes.com/1999/05/25/sports/baseball-yankees-offense-stalls-as-o-neill-is-slumping.html,nyt://article/4847bcb4-ee00-5514-84d4-9d2d4357d51a,By Buster Olney
Ideas & Trends: From Eyeglasses to Wheelchairs; Adjusting the Legal Bar for Disability,1999-04-18,article,News,Week in Review Desk,Week in Review,"['LABOR', 'Standards and Standardization', 'Hiring and Promotion', 'Suits and Litigation', 'Discrimination', 'Law and Legislation', 'Handicapped']",https://www.nytimes.com/1999/04/18/weekinreview/ideas-trends-eyeglasses-wheelchairs-adjusting-legal-bar-for-disability.html,nyt://article/3c277e33-b74c-5489-ae15-2d46168a2976,By Leslie Kaufman
Boy George,1999-04-18,article,Review,Book Review Desk,Books,"['Books and Literature', 'Reviews']",https://www.nytimes.com/1999/04/18/books/boy-george.html,nyt://article/51a478f8-5eb9-5aa2-8e5e-b2b309a94361,By Valentine Cunningham
Born to Be Blue,1999-03-14,article,Review,Book Review Desk,Books,"['Books and Literature', 'Reviews']",https://www.nytimes.com/1999/03/14/books/born-to-be-blue.html,nyt://article/d15912de-0014-557e-be11-8ac2019ca518,By Nelson George
Pataki Plan Would Limit Special Classes,1999-02-28,article,News,Metropolitan Desk,New York,"['Equal Educational Opportunities', 'Education and Schools', 'Blacks', 'Black People', 'Finances', 'Budgets and Budgeting', 'Hispanic-Americans', 'Special Education (Handicapped)']",https://www.nytimes.com/1999/02/28/nyregion/pataki-plan-would-limit-special-classes.html,nyt://article/0dea6dbe-7f63-5263-a439-1b311b9634da,By Raymond Hernandez
"Merle E. Frampton, 95, Advocate for the Blind",1999-01-04,article,Obituary; Biography,National Desk,U.S.,"['Biographical Information', 'Deaths (Obituaries)']",https://www.nytimes.com/1999/01/04/us/merle-e-frampton-95-advocate-for-the-blind.html,nyt://article/b58e9352-0823-5275-9495-b073e7c16f2b,By Enid Nemy
Restoring Human Foibles To an Inspirational Icon,1998-08-27,article,Review,The Arts/Cultural Desk,Books,"['Reviews', 'Books and Literature', 'Biographical Information']",https://www.nytimes.com/1998/08/27/books/books-of-the-times-restoring-human-foibles-to-an-inspirational-icon.html,nyt://article/b5e3b240-4124-54da-9626-cd489b5ffb7e,By Dinitia Smith
"How Brain and Spirit Wrestle With Limits, and Win",1998-08-25,article,Review,The Arts/Cultural Desk,Arts,"['Reviews', 'Television', 'Biographical Information']",https://www.nytimes.com/1998/08/25/arts/television-review-how-brain-and-spirit-wrestle-with-limits-and-win.html,nyt://article/3eaf8019-b025-52f8-9696-20a9fec5a8a3,By Caryn James
"Paid Notice: Deaths  JAY, ROBERT DEAN",1998-07-02,article,Paid Death Notice,Classified,Archives,[],https://www.nytimes.com/1998/07/02/classified/paid-notice-deaths-jay-robert-dean.html,nyt://article/e8395e06-df47-5d9a-a44f-ac1fb3da379f,
Special Education Evaluation Teams Have Few Backers,1998-06-10,article,News,Metropolitan Desk,New York,"['Education and Schools', 'Privatization', 'Special Education (Handicapped)']",https://www.nytimes.com/1998/06/10/nyregion/special-education-evaluation-teams-have-few-backers.html,nyt://article/efba09ea-a340-5348-84aa-e28b145a5e05,By Lynda Richardson
"Quietly, Indonesian Says He's Taken the Reins",1998-06-03,article,News,Foreign Desk,World,"['Reform and Reorganization', 'Politics and Government', 'Elections']",https://www.nytimes.com/1998/06/03/world/quietly-indonesian-says-he-s-taken-the-reins.html,nyt://article/7240ce75-7d2c-5748-bb1f-92fc66ed1509,By Seth Mydans
Rubella Outbreak Hits Hispanic Immigrant Communities,1998-02-05,article,News,Metropolitan Desk,New York,"['German Measles (Rubella)', 'Vaccination and Immunization', 'IMMIGRATION AND REFUGEES', 'Hispanic-Americans']",https://www.nytimes.com/1998/02/05/nyregion/rubella-outbreak-hits-hispanic-immigrant-communities.html,nyt://article/b31043c3-256d-5aaf-8d2f-f0648aa7c867,
"The Neediest Cases; Their Joy Louder Than Silence, Deaf Children Frolic at Center",1998-01-03,article,News,Metropolitan Desk,New York,"['Deafness', 'NEW YORK TIMES NEEDIEST CASES FUND']",https://www.nytimes.com/1998/01/03/nyregion/the-neediest-cases-their-joy-louder-than-silence-deaf-children-frolic-at-center.html,nyt://article/1434a52f-1703-57a2-8816-7ed924094b8a,By Andrew Jacobs
"Lush, Convenient And on the Waterfront",1997-08-31,article,News,Real Estate Desk,Real Estate,"['Housing', 'GEOGRAPHIC PROFILES']",https://www.nytimes.com/1997/08/31/realestate/lush-convenient-and-on-the-waterfront.html,nyt://article/84a4c699-c1e0-580e-9637-801def0026a4,By Vivien Kellerman
"Immigrants: In Plain Sight, But Not Seen",1997-07-22,article,News,Metropolitan Desk,New York,"['ILLEGAL ALIENS', 'Deafness', 'IMMIGRATION AND REFUGEES', 'Smuggling']",https://www.nytimes.com/1997/07/22/nyregion/immigrants-in-plain-sight-but-not-seen.html,nyt://article/c4b7848c-90af-5ee7-80ad-408bd33c8293,By Clyde Haberman
"Paid Notice: Deaths  LENTCHNER, DR. EMIL",1997-04-07,article,Paid Death Notice,Classified,Archives,[],https://www.nytimes.com/1997/04/07/classified/paid-notice-deaths-lentchner-dr-emil.html,nyt://article/bf82acc8-fed4-5de5-b549-ce78aba5cacb,
Getting Help Getting Children in for Vaccinations,1997-01-19,article,News,New Jersey Weekly Desk,New York,"['Vaccination and Immunization', 'Children and Youth', 'Volunteers']",https://www.nytimes.com/1997/01/19/nyregion/getting-help-getting-children-in-for-vaccinations.html,nyt://article/d4d8ac48-bb5f-5c5b-bf59-e9687a3dde02,By Barbara Stewart
